invoice_number,invoice_date,total_amount,vendor_name,currency,invoice_number_length,invoice_age_days,ocr_text_length,blur_flag,failure_label
INVOICE,2014-06-26,6.0,COMMERCIAL INVOICE,UNK,7,4163,0,0,1
INVOICE,1994-05-26,4.0,COMMERCIAL INVOICE,UNK,7,11499,0,0,1
INVOICE,1993-12-09,2.01,INVOICE,UNK,7,11667,0,0,1
INVOICE,1995-06-17,6.0,COMMERCIAL INVOICE,UNK,7,11112,0,0,1
INVOICE,2019-05-06,4.0,INVOICE,UNK,7,2388,0,0,1
INVOICE,2020-07-18,6.0,TAX INVOICE,UNK,7,1949,0,0,1
INVOICE,2004-09-11,4.0,COMMERCIAL INVOICE,UNK,7,7738,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2012-08-03,5.0,COMMERCIAL INVOICE,UNK,7,4855,0,0,1
INVOICE,2022-01-26,6.0,COMMERCIAL INVOICE,UNK,7,1392,0,0,1
INVOICE,2003-09-23,3.0,TAX INVOICE,UNK,7,8092,0,0,1
INVOICE,2005-05-17,6.0,INVOICE,UNK,7,7490,0,0,1
INVOICE,2012-10-20,4.0,COMMERCIAL INVOICE,UNK,7,4777,0,0,1
INVOICE,2005-07-02,5.0,COMMERCIAL INVOICE,UNK,7,7444,0,0,1
INVOICE,1999-09-17,4.01,INVOICE,USD,7,9559,0,0,0
INVOICE,2014-03-23,1.0,COMMERCIAL INVOICE,UNK,7,4258,0,0,1
INVOICE,2019-10-06,159.54,TAX INVOICE,UNK,7,2235,0,0,1
INVOICE,2008-07-24,319.98,COMMERCIAL INVOICE,UNK,7,6326,0,0,1
INVOICE,2004-05-26,4.0,INVOICE,UNK,7,7846,0,0,1
INVOICE,2000-01-01,1.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2010-12-05,2.0,INVOICE,UNK,7,5462,0,0,1
INVOICE,2003-04-23,6.0,INVOICE,UNK,7,8245,0,0,1
INVOICE,2009-03-03,3.0,COMMERCIAL INVOICE,UNK,7,6104,0,0,1
INVOICE,2022-07-06,6.0,COMMERCIAL INVOICE,UNK,7,1231,0,0,1
INVOICE,2014-02-19,1.0,COMMERCIAL INVOICE,UNK,7,4290,0,0,1
INVOICE,1994-03-09,6.0,TAX INVOICE,UNK,7,11577,0,0,1
INVOICE,1997-03-23,6.0,COMMERCIAL INVOICE,USD,7,10467,0,0,0
INVOICE,2004-04-01,4.0,TAX INVOICE,UNK,7,7901,0,0,1
INVOICE,2008-11-27,5.0,TAX INVOICE,USD,7,6200,0,0,0
INVOICE,1994-02-22,1.0,INVOICE,UNK,7,11592,0,0,1
INVOICE,1997-03-04,67.19,COMMERCIAL INVOICE,UNK,7,10486,0,0,1
INVOICE,2017-05-26,2.01,COMMERCIAL INVOICE,UNK,7,3098,0,0,1
INVOICE,2017-01-24,1.0,TAX INVOICE,UNK,7,3220,0,0,1
INVOICE,1995-02-13,4.0,TAX INVOICE,UNK,7,11236,0,0,1
INVOICE,2007-01-10,90.5,INVOICE,UNK,7,6887,0,0,1
INVOICE,1994-07-19,17.41,COMMERCIAL INVOICE,UNK,7,11445,0,0,1
INVOICE,2014-10-27,4.0,TAX INVOICE,UNK,7,4040,0,0,1
INVOICE,2009-09-09,5.0,COMMERCIAL INVOICE,UNK,7,5914,0,0,1
INVOICE,2000-12-06,2.0,TAX INVOICE,UNK,7,9113,0,0,1
INVOICE,2006-04-30,6.0,COMMERCIAL INVOICE,UNK,7,7142,0,0,1
INVOICE,1999-10-09,2.0,TAX INVOICE,UNK,7,9537,0,0,1
INVOICE,2006-10-17,6.0,TAX INVOICE,UNK,7,6972,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2014-10-11,5.0,TAX INVOICE,UNK,7,4056,0,0,1
INVOICE,2000-05-21,5.0,TAX INVOICE,UNK,7,9312,0,0,1
INVOICE,2004-04-13,13.0,INVOICE,UNK,7,7889,0,0,1
INVOICE,2008-12-02,4.0,COMMERCIAL INVOICE,UNK,7,6195,0,0,1
INVOICE,2022-03-11,4.0,TAX INVOICE,UNK,7,1348,0,0,1
INVOICE,2000-05-26,4.0,INVOICE,UNK,7,9307,0,0,1
INVOICE,2018-01-18,4.0,INVOICE,UNK,7,2861,0,0,1
INVOICE,2001-02-22,5.0,TAX INVOICE,UNK,7,9035,0,0,1
INVOICE,2021-07-13,5.0,COMMERCIAL INVOICE,UNK,7,1589,0,0,1
INVOICE,2003-12-24,4.0,INVOICE,UNK,7,8000,0,0,1
INVOICE,2004-07-03,4.0,TAX INVOICE,UNK,7,7808,0,0,1
INVOICE,1996-06-09,5.0,TAX INVOICE,UNK,7,10754,0,0,1
INVOICE,2012-01-23,4.0,COMMERCIAL INVOICE,UNK,7,5048,0,0,1
INVOICE,2002-11-19,6.0,COMMERCIAL INVOICE,UNK,7,8400,0,0,1
INVOICE,2008-06-28,1.06,INVOICE,UNK,7,6352,0,0,1
INVOICE,2010-11-24,6.0,COMMERCIAL INVOICE,UNK,7,5473,0,0,1
INVOICE,1995-10-14,4.0,COMMERCIAL INVOICE,UNK,7,10993,0,0,1
INVOICE,2000-01-01,4.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-07-02,5.0,COMMERCIAL INVOICE,UNK,7,9270,0,0,1
INVOICE,2019-09-22,268.5,TAX INVOICE,UNK,7,2249,0,0,1
INVOICE,1994-07-20,343.3,COMMERCIAL INVOICE,UNK,7,11444,0,0,1
INVOICE,2018-06-20,3.0,TAX INVOICE,UNK,7,2708,0,0,1
INVOICE,2011-06-28,4.01,COMMERCIAL INVOICE,UNK,7,5257,0,0,1
INVOICE,2017-06-28,3.0,COMMERCIAL INVOICE,UNK,7,3065,0,0,1
INVOICE,2020-09-29,6.0,COMMERCIAL INVOICE,UNK,7,1876,0,0,1
INVOICE,2000-02-20,6.0,COMMERCIAL INVOICE,UNK,7,9403,0,0,1
INVOICE,2004-09-19,7.73,COMMERCIAL INVOICE,UNK,7,7730,0,0,1
INVOICE,2008-03-26,8.6,INVOICE,UNK,7,6446,0,0,1
INVOICE,2001-03-01,4.0,COMMERCIAL INVOICE,UNK,7,9028,0,0,1
INVOICE,2016-12-23,4.0,INVOICE,UNK,7,3252,0,0,1
INVOICE,2010-04-25,6.0,COMMERCIAL INVOICE,UNK,7,5686,0,0,1
INVOICE,2003-11-02,6.0,TAX INVOICE,UNK,7,8052,0,0,1
INVOICE,2022-01-19,6.0,INVOICE,UNK,7,1399,0,0,1
INVOICE,2021-10-30,4.0,COMMERCIAL INVOICE,UNK,7,1480,0,0,1
INVOICE,1995-04-12,4.0,COMMERCIAL INVOICE,UNK,7,11178,0,0,1
INVOICE,2010-09-18,88.71,INVOICE,UNK,7,5540,0,0,1
INVOICE,2020-11-05,1.0,INVOICE,UNK,7,1839,0,0,1
INVOICE,2000-01-01,4.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2022-03-17,4.0,INVOICE,UNK,7,1342,0,0,1
INVOICE,2002-07-10,6.0,COMMERCIAL INVOICE,UNK,7,8532,0,0,1
INVOICE,1996-10-15,6.0,TAX INVOICE,UNK,7,10626,0,0,1
INVOICE,2011-10-12,71.34,INVOICE,UNK,7,5151,0,0,1
INVOICE,2022-12-02,41.0,TAX INVOICE,UNK,7,1082,0,0,1
INVOICE,2013-11-13,96.33,INVOICE A\,USD,7,4388,0,0,0
INVOICE,2005-03-13,6.0,TAX INVOICE,UNK,7,7555,0,0,1
INVOICE,2005-04-09,2.0,TAX INVOICE A\,USD,7,7528,0,0,0
INVOICE,2001-09-22,6.0,COMMERCIAL INVOICE,UNK,7,8823,0,0,1
INVOICE,2015-06-23,5.0,INVOICE,UNK,7,3801,0,0,1
INVOICE,2020-05-11,6.0,TAX INVOICE,UNK,7,2017,0,0,1
INVOICE,2000-09-27,4.0,COMMERCIAL INVOICE A\,EUR,7,9183,0,0,0
INVOICE,1993-04-09,4.0,COMMERCIAL INVOICE A\,USD,7,11911,0,0,0
INVOICE,2006-06-21,325.98,INVOICE A\,USD,7,7090,0,0,0
INVOICE,2006-03-05,1.0,TAX INVOICE A\,EUR,7,7198,0,0,0
INVOICE,2010-03-28,3.0,TAX INVOICE A\,EUR,7,5714,0,0,0
INVOICE,2021-04-17,5.0,COMMERCIAL INVOICE A\,USD,7,1676,0,0,0
INVOICE,2014-04-01,3.0,TAX INVOICE A\,USD,7,4249,0,0,0
INVOICE,2015-07-26,6.0,INVOICE A\,USD,7,3768,0,0,0
INVOICE,2020-08-01,2.0,INVOICE A\,USD,7,1935,0,0,0
INVOICE,2014-04-09,4.0,INVOICE A\,EUR,7,4241,0,0,0
INVOICE,2011-11-27,4.0,INVOICE A\,EUR,7,5105,0,0,0
INVOICE,2001-04-25,81.24,COMMERCIAL INVOICE A\,USD,7,8973,0,0,0
INVOICE,1995-07-09,24.69,INVOICE A\,USD,7,11090,0,0,0
INVOICE,2014-03-22,1.0,INVOICE A\,USD,7,4259,0,0,0
INVOICE,2008-02-13,5.0,INVOICE A\,USD,7,6488,0,0,0
INVOICE,2007-03-15,30.27,COMMERCIAL INVOICE A\,USD,7,6823,0,0,0
INVOICE,2008-01-05,1.0,TAX INVOICE A\,USD,7,6527,0,0,0
INVOICE,1904-12-13,2.0,COMMERCIAL INVOICE A\,USD,7,44170,0,0,0
INVOICE,2015-10-20,4.0,INVOICE A\,EUR,7,3682,0,0,0
INVOICE,2004-02-11,6.0,TAX INVOICE A\,USD,7,7951,0,0,0
INVOICE,2021-09-17,26.77,INVOICE A\,USD,7,1523,0,0,0
INVOICE,2005-01-12,1.0,TAX INVOICE A\,EUR,7,7615,0,0,0
INVOICE,2016-03-19,3.0,INVOICE A\,EUR,7,3531,0,0,0
INVOICE,2018-06-27,5.0,COMMERCIAL INVOICE A\,USD,7,2701,0,0,0
INVOICE,2014-08-21,248.2,COMMERCIAL INVOICE A\,USD,7,4107,0,0,0
INVOICE,1999-02-11,5.0,COMMERCIAL INVOICE A\,EUR,7,9777,0,0,0
INVOICE,2000-01-01,5.36,TAX INVOICE A,EUR,7,9453,0,0,1
INVOICE,2015-05-17,1.0,TAX INVOICE A\,USD,7,3838,0,0,0
INVOICE,1997-09-29,74.14,TAX INVOICE A\,EUR,7,10277,0,0,0
INVOICE,2022-04-01,18.28,COMMERCIAL INVOICE A\,USD,7,1327,0,0,0
INVOICE,2013-09-30,5.0,TAX INVOICE A\,EUR,7,4432,0,0,0
INVOICE,1996-06-25,2.0,TAX INVOICE A\,USD,7,10738,0,0,0
INVOICE,2002-08-20,2.0,INVOICE A\,EUR,7,8491,0,0,0
INVOICE,2003-03-18,6.0,TAX INVOICE A\,USD,7,8281,0,0,0
INVOICE,2000-01-01,3.93,TAX INVOICE A,USD,7,9453,0,0,1
INVOICE,2018-09-02,47.01,COMMERCIAL INVOICE A\,USD,7,2634,0,0,0
INVOICE,2020-01-02,6.0,TAX INVOICE A\,USD,7,2147,0,0,0
INVOICE,1996-11-12,26.01,TAX INVOICE A\,USD,7,10598,0,0,0
INVOICE,2021-07-08,3.0,TAX INVOICE A\,EUR,7,1594,0,0,0
INVOICE,2011-11-23,5.0,TAX INVOICE A\,USD,7,5109,0,0,0
INVOICE,2005-03-16,4.0,COMMERCIAL INVOICE A\,USD,7,7552,0,0,0
INVOICE,2016-11-18,4.0,INVOICE A\,EUR,7,3287,0,0,0
INVOICE,2004-03-14,5.0,INVOICE A\,EUR,7,7919,0,0,0
INVOICE,2018-03-16,4.0,INVOICE A\,EUR,7,2804,0,0,0
INVOICE,1996-06-23,5.0,TAX INVOICE A\,USD,7,10740,0,0,0
INVOICE,2013-06-18,3.0,COMMERCIAL INVOICE A\,EUR,7,4536,0,0,0
INVOICE,2008-01-10,117.18,INVOICE A\,USD,7,6522,0,0,0
INVOICE,2002-04-06,6.0,INVOICE A\,USD,7,8627,0,0,0
INVOICE,2006-12-08,1.0,COMMERCIAL INVOICE A\,USD,7,6920,0,0,0
INVOICE,2019-06-13,5.0,COMMERCIAL INVOICE A\,EUR,7,2350,0,0,0
INVOICE,2002-01-08,1.0,COMMERCIAL INVOICE A\,USD,7,8715,0,0,0
INVOICE,2016-07-14,4.0,COMMERCIAL INVOICE A\,USD,7,3414,0,0,0
INVOICE,2018-03-08,14.43,COMMERCIAL INVOICE A\,USD,7,2812,0,0,0
INVOICE,2003-02-25,5.0,COMMERCIAL INVOICE A\,USD,7,8302,0,0,0
INVOICE,2001-03-11,6.0,TAX INVOICE A\,EUR,7,9018,0,0,0
INVOICE,2015-03-27,289.92,INVOICE A\,USD,7,3889,0,0,0
INVOICE,2016-11-19,2.0,TAX INVOICE A\,USD,7,3286,0,0,0
INVOICE,2011-05-11,6.0,INVOICE A\,USD,7,5305,0,0,0
INVOICE,1999-08-21,13.75,INVOICE A\,USD,7,9586,0,0,0
INVOICE,2022-02-22,6.0,COMMERCIAL INVOICE A\,USD,7,1365,0,0,0
INVOICE,2000-01-01,3.52,COMMERCIAL INVOICE A,USD,7,9453,0,0,1
INVOICE,2017-01-23,5.0,TAX INVOICE A\,EUR,7,3221,0,0,0
INVOICE,2004-07-23,2.0,INVOICE A\,USD,7,7788,0,0,0
INVOICE,2016-09-08,1.0,COMMERCIAL INVOICE A\,USD,7,3358,0,0,0
INVOICE,1994-06-26,2.0,COMMERCIAL INVOICE A\,USD,7,11468,0,0,0
INVOICE,2022-03-14,2.0,INVOICE A\,EUR,7,1345,0,0,0
INVOICE,2001-05-26,1.0,INVOICE A\,USD,7,8942,0,0,0
INVOICE,1993-07-25,2.0,INVOICE A\,EUR,7,11804,0,0,0
INVOICE,2012-03-08,83.19,COMMERCIAL INVOICE A\,USD,7,5003,0,0,0
INVOICE,2022-10-10,6.0,COMMERCIAL INVOICE A\,USD,7,1135,0,0,0
INVOICE,2021-04-08,2.0,INVOICE A\,EUR,7,1685,0,0,0
INVOICE,2009-05-26,4.0,TAX INVOICE A\,USD,7,6020,0,0,0
INVOICE,2019-07-27,6.0,COMMERCIAL INVOICE A\,USD,7,2306,0,0,0
INVOICE,1999-07-15,5.0,COMMERCIAL INVOICE A\,USD,7,9623,0,0,0
INVOICE,2021-02-16,4.0,COMMERCIAL INVOICE A\,EUR,7,1736,0,0,0
INVOICE,2002-01-16,2.0,COMMERCIAL INVOICE A\,EUR,7,8707,0,0,0
INVOICE,2019-05-30,65.83,INVOICE A\,EUR,7,2364,0,0,0
INVOICE,2005-05-05,6.0,TAX INVOICE A\,EUR,7,7502,0,0,0
INVOICE,2013-06-26,5.0,COMMERCIAL INVOICE A\,EUR,7,4528,0,0,0
INVOICE,2010-03-24,1.0,INVOICE A\,USD,7,5718,0,0,0
INVOICE,2015-01-02,5.0,COMMERCIAL INVOICE A\,USD,7,3973,0,0,0
INVOICE,2013-09-27,33.83,INVOICE A\,EUR,7,4435,0,0,0
INVOICE,2014-04-29,2.0,TAX INVOICE A\,USD,7,4221,0,0,0
INVOICE,1999-05-31,1.0,TAX INVOICE A\,USD,7,9668,0,0,0
INVOICE,2021-08-13,6.0,TAX INVOICE A\,USD,7,1558,0,0,0
INVOICE,2011-10-31,328.86,TAX INVOICE A\,USD,7,5132,0,0,0
INVOICE,2008-06-29,6.0,COMMERCIAL INVOICE A\,USD,7,6351,0,0,0
INVOICE,1995-09-12,4.0,COMMERCIAL INVOICE A\,USD,7,11025,0,0,0
INVOICE,1999-10-09,5.0,TAX INVOICE A\,USD,7,9537,0,0,0
INVOICE,2000-01-01,4.03,INVOICE A,USD,7,9453,0,0,1
INVOICE,2000-01-01,5.34,INVOICE A,USD,7,9453,0,0,1
INVOICE,2012-03-18,6.0,COMMERCIAL INVOICE A\,EUR,7,4993,0,0,0
INVOICE,2012-02-27,5.0,TAX INVOICE A\,USD,7,5013,0,0,0
INVOICE,1994-04-18,4.0,TAX INVOICE A\,USD,7,11537,0,0,0
INVOICE,2014-01-09,5.0,COMMERCIAL INVOICE A\,USD,7,4331,0,0,0
INVOICE,1997-12-20,6.0,TAX INVOICE A\,USD,7,10195,0,0,0
INVOICE,2000-01-01,4.25,INVOICE A,EUR,7,9453,0,0,1
INVOICE,2000-06-14,1.0,INVOICE A\,USD,7,9288,0,0,0
INVOICE,2000-01-01,3.54,TAX INVOICE A,USD,7,9453,0,0,1
INVOICE,2002-11-25,3.0,INVOICE A\,EUR,7,8394,0,0,0
INVOICE,2001-10-03,4.0,COMMERCIAL INVOICE A\,EUR,7,8812,0,0,0
INVOICE,2000-01-01,5.05,COMMERCIAL INVOICE A,EUR,7,9453,0,0,1
INVOICE,2000-01-01,10.31,COMMERCIAL INVOICE A\,USD,7,9453,0,0,1
INVOICE,1997-12-13,1.0,COMMERCIAL INVOICE A\,EUR,7,10202,0,0,0
INVOICE,2006-11-11,794.23,TAX INVOICE A\,USD,7,6947,0,0,0
INVOICE,2005-12-16,6.0,INVOICE A\,USD,7,7277,0,0,0
INVOICE,2000-01-01,3.01,INVOICE A,USD,7,9453,0,0,1
INVOICE,2000-01-01,3.15,INVOICE A,EUR,7,9453,0,0,1
INVOICE,2002-02-06,141.12,INVOICE A\,USD,7,8686,0,0,0
INVOICE,2000-01-01,5.5,TAX INVOICE A,USD,7,9453,0,0,1
INVOICE,2009-12-09,15.05,COMMERCIAL INVOICE A\,USD,7,5823,0,0,0
INVOICE,2011-11-02,4.0,TAX INVOICE A\,USD,7,5130,0,0,0
INVOICE,2011-10-13,3.0,INVOICE A\,USD,7,5150,0,0,0
INVOICE,2022-04-15,12.75,COMMERCIAL INVOICE A\,USD,7,1313,0,0,0
INVOICE,2021-12-26,1.0,INVOICE A\,USD,7,1423,0,0,0
INVOICE,1997-03-20,6.0,INVOICE A\,EUR,7,10470,0,0,0
INVOICE,2008-10-29,83.83,TAX INVOICE A\,EUR,7,6229,0,0,0
INVOICE,2004-09-13,61.92,COMMERCIAL INVOICE A\,USD,7,7736,0,0,0
INVOICE,2017-12-18,6.0,COMMERCIAL INVOICE A\,EUR,7,2892,0,0,0
INVOICE,2000-01-01,5.33,COMMERCIAL INVOICE A,EUR,7,9453,0,0,1
INVOICE,1998-02-10,3.0,TAX INVOICE A\,EUR,7,10143,0,0,0
INVOICE,2008-02-27,4.0,INVOICE A\,EUR,7,6474,0,0,0
INVOICE,2008-08-24,5.0,TAX INVOICE A\,USD,7,6295,0,0,0
INVOICE,1993-09-23,2.0,TAX INVOICE A\,USD,7,11744,0,0,0
INVOICE,2001-04-03,79.58,INVOICE A\,USD,7,8995,0,0,0
INVOICE,2010-09-07,5.0,TAX INVOICE A\,EUR,7,5551,0,0,0
INVOICE,2000-01-01,6.2,TAX INVOICE A,USD,7,9453,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE A,USD,7,9453,0,0,1
INVOICE,1993-03-11,3.0,INVOICE A\,USD,7,11940,0,0,0
INVOICE,2006-01-17,6.0,INVOICE A\,USD,7,7245,0,0,0
INVOICE,2010-02-12,4.0,TAX INVOICE A\,USD,7,5758,0,0,0
INVOICE,2011-08-03,4.0,COMMERCIAL INVOICE A\,USD,7,5221,0,0,0
INVOICE,2013-07-21,3.0,INVOICE A\,USD,7,4503,0,0,0
INVOICE,1994-02-05,233.72,INVOICE A\,EUR,7,11609,0,0,0
INVOICE,1997-02-24,108.88,COMMERCIAL INVOICE A\,EUR,7,10494,0,0,0
INVOICE,2011-09-07,1.0,INVOICE A\,EUR,7,5186,0,0,0
INVOICE,2014-11-26,3.0,COMMERCIAL INVOICE A\,USD,7,4010,0,0,0
INVOICE,1993-02-27,57.69,TAX INVOICE A\,USD,7,11952,0,0,0
INVOICE,2008-03-25,1.0,INVOICE A\,USD,7,6447,0,0,0
INVOICE,2020-12-11,10.07,INVOICE A\,USD,7,1803,0,0,0
INVOICE,1998-08-09,5.0,COMMERCIAL INVOICE A\,EUR,7,9963,0,0,0
INVOICE,2007-08-19,5.0,INVOICE A\,USD,7,6666,0,0,0
INVOICE,2011-03-21,1.0,INVOICE A\,EUR,7,5356,0,0,0
INVOICE,1995-09-13,6.0,INVOICE A\,USD,7,11024,0,0,0
INVOICE,2019-02-10,1.0,COMMERCIAL INVOICE A\,EUR,7,2473,0,0,0
INVOICE,2000-05-17,14.6,INVOICE A\,USD,7,9316,0,0,0
INVOICE,2000-05-29,72.36,COMMERCIAL INVOICE A\,USD,7,9304,0,0,0
INVOICE,2010-08-28,5.0,INVOICE A\,USD,7,5561,0,0,0
INVOICE,1996-03-01,15.58,COMMERCIAL INVOICE A\,USD,7,10854,0,0,0
INVOICE,1999-04-12,4.0,COMMERCIAL INVOICE A\,USD,7,9717,0,0,0
INVOICE,2006-02-22,1.0,TAX INVOICE A\,EUR,7,7209,0,0,0
INVOICE,1993-05-01,5.0,INVOICE A\,EUR,7,11889,0,0,0
INVOICE,2005-10-04,6.0,INVOICE A\,USD,7,7350,0,0,0
INVOICE,1997-03-31,5.0,COMMERCIAL INVOICE A\,EUR,7,10459,0,0,0
INVOICE,2000-01-01,6.21,COMMERCIAL INVOICE A,USD,7,9453,0,0,1
INVOICE,2004-01-26,4.0,INVOICE A\,EUR,7,7967,0,0,0
INVOICE,1993-07-16,4.0,COMMERCIAL INVOICE A\,EUR,7,11813,0,0,0
INVOICE,2005-01-10,4.0,TAX INVOICE A\,USD,7,7617,0,0,0
INVOICE,2002-05-22,20.93,COMMERCIAL INVOICE A\,USD,7,8581,0,0,0
INVOICE,2004-01-12,2.0,TAX INVOICE A\,USD,7,7981,0,0,0
INVOICE,1996-08-29,10.55,TAX INVOICE A\,USD,7,10673,0,0,0
INVOICE,2013-05-29,6.0,INVOICE A\,USD,7,4556,0,0,0
INVOICE,2016-01-12,380.12,COMMERCIAL INVOICE A\,EUR,7,3598,0,0,0
INVOICE,2001-08-25,6.0,TAX INVOICE A\,EUR,7,8851,0,0,0
INVOICE,2009-02-24,5.0,COMMERCIAL INVOICE A\,EUR,7,6111,0,0,0
INVOICE,1995-01-15,6.0,INVOICE A\,EUR,7,11265,0,0,0
INVOICE,2000-01-01,6.58,TAX INVOICE A,USD,7,9453,0,0,1
INVOICE,2009-10-06,1.0,INVOICE A\,USD,7,5887,0,0,0
INVOICE,2010-06-08,3.0,TAX INVOICE A\,USD,7,5642,0,0,0
INVOICE,1996-08-06,3.0,TAX INVOICE A\,USD,7,10696,0,0,0
INVOICE,2018-11-09,4.0,INVOICE A\,USD,7,2566,0,0,0
INVOICE,1995-05-26,41.92,INVOICE A\,USD,7,11134,0,0,0
INVOICE,2007-01-12,1.0,TAX INVOICE A\,USD,7,6885,0,0,0
INVOICE,1994-03-04,5.0,COMMERCIAL INVOICE A\,USD,7,11582,0,0,0
INVOICE,2004-03-22,89.38,TAX INVOICE A\,EUR,7,7911,0,0,0
INVOICE,1994-06-30,5.0,COMMERCIAL INVOICE A\,USD,7,11464,0,0,0
INVOICE,2022-01-27,2.0,COMMERCIAL INVOICE A\,USD,7,1391,0,0,0
INVOICE,2006-01-05,4.0,COMMERCIAL INVOICE A\,EUR,7,7257,0,0,0
INVOICE,2018-10-09,1.0,COMMERCIAL INVOICE A\,EUR,7,2597,0,0,0
INVOICE,2002-12-25,6.0,TAX INVOICE A\,USD,7,8364,0,0,0
INVOICE,2008-02-27,6.0,TAX INVOICE A\,EUR,7,6474,0,0,0
INVOICE,1993-05-31,3.0,COMMERCIAL INVOICE A\,EUR,7,11859,0,0,0
INVOICE,2003-01-04,4.0,COMMERCIAL INVOICE A\,USD,7,8354,0,0,0
INVOICE,2019-09-14,1.0,INVOICE A\,USD,7,2257,0,0,0
INVOICE,1904-12-19,6.0,TAX INVOICE A\,USD,7,44164,0,0,0
INVOICE,1998-05-09,3.0,TAX INVOICE A\,USD,7,10055,0,0,0
INVOICE,2000-01-01,4.04,TAX INVOICE A,EUR,7,9453,0,0,1
INVOICE,2020-02-24,49.76,COMMERCIAL INVOICE A\,USD,7,2094,0,0,0
INVOICE,2000-10-04,6.0,COMMERCIAL INVOICE A\,EUR,7,9176,0,0,0
INVOICE,1996-09-29,5.0,TAX INVOICE A\,USD,7,10642,0,0,0
INVOICE,2015-11-12,4.0,INVOICE A\,USD,7,3659,0,0,0
INVOICE,1993-02-17,2.0,TAX INVOICE A\,USD,7,11962,0,0,0
INVOICE,2008-10-29,5.0,INVOICE A\,EUR,7,6229,0,0,0
INVOICE,2000-01-01,1.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,2.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,1996-07-21,85.88,INVOICE A\,USD,7,10712,0,0,0
INVOICE,2016-07-10,3.0,INVOICE A\,EUR,7,3418,0,0,0
INVOICE,2000-05-13,4.0,COMMERCIAL INVOICE A\,USD,7,9320,0,0,0
INVOICE,2008-04-13,1.0,COMMERCIAL INVOICE A\,USD,7,6428,0,0,0
INVOICE,1997-12-04,1.0,COMMERCIAL INVOICE A\,EUR,7,10211,0,0,0
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,5.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,4.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,2.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,5.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,2.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,4.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,5.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,5.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,COMMERCIAL INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,3.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,1.0,INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,4.0,TAX INVOICE,UNK,7,9453,0,0,1
INVOICE,2000-01-01,6.0,TAX INVOICE,UNK,7,9453,0,0,1
